Age,Gender,Sleep_Hours,Screen_Time,Exercise_Minutes,Water_Intake,Work_Study_Hours,Stress_Level,Mood,Productivity_Score,Burnout_Risk
25,Female,5.7,5.2,45,3.5,11.4,2,Neutral,87.89999999999999,Low
39,Female,8.4,5.5,45,1.9,10.0,5,Happy,91.5,Low
25,Male,7.2,6.1,91,2.1,4.5,5,Happy,77.5,Low
32,Female,8.3,1.8,106,3.9,7.8,1,Happy,100.0,Low
34,Female,5.8,4.0,15,4.2,5.8,10,Neutral,45.6,High
40,Female,4.7,10.4,110,1.5,8.6,3,Stressed,60.900000000000006,Medium
41,Female,5.7,9.2,21,1.7,11.9,9,Stressed,39.10000000000001,High
36,Female,6.3,7.2,5,3.7,2.5,10,Stressed,33.099999999999994,High
22,Female,6.7,6.3,93,2.6,11.5,3,Happy,97.0,Low
49,Female,6.6,3.8,55,3.3,2.7,6,Sad,67.30000000000001,Medium
18,Female,6.7,6.2,44,3.5,6.6,6,Neutral,70.1,Medium
40,Male,8.2,7.6,57,4.1,6.8,2,Neutral,100.0,Low
54,Male,4.9,8.8,27,4.2,4.7,7,Happy,39.2,High
25,Female,5.6,2.8,16,2.1,7.7,9,Stressed,43.50000000000001,High
30,Female,8.4,9.9,35,3.2,10.3,9,Stressed,71.80000000000001,Medium
25,Female,6.8,4.8,11,1.5,4.9,8,Stressed,45.900000000000006,High
40,Female,6.9,6.5,49,4.4,2.7,5,Neutral,73.2,Medium
18,Male,6.4,7.7,58,4.4,8.3,8,Happy,66.79999999999998,Medium
41,Male,6.7,6.4,103,2.2,9.5,9,Stressed,68.8,Medium
52,Female,5.0,7.3,11,1.6,11.5,1,Neutral,64.6,Medium
41,Male,6.7,2.2,99,1.3,3.6,1,Happy,92.1,Low
34,Male,9.0,5.8,61,3.3,11.0,5,Happy,100.0,Low
22,Female,6.8,4.1,39,1.4,6.8,7,Happy,60.199999999999996,Medium
37,Female,4.2,1.9,92,3.7,4.4,9,Happy,47.900000000000006,High
38,Female,8.0,3.1,1,3.7,11.6,9,Happy,79.7,Low
57,Male,6.0,7.6,92,3.5,4.4,3,Sad,77.5,Low
48,Male,4.8,3.2,93,4.5,9.3,1,Sad,97.29999999999998,Low
53,Female,8.3,3.0,99,2.5,9.8,3,Happy,100.0,Low
28,Female,5.0,7.1,107,4.6,6.3,8,Sad,60.800000000000004,Medium
32,Male,8.6,11.0,24,1.1,8.9,7,Happy,64.1,Medium
36,Male,6.2,9.7,84,1.5,7.7,5,Stressed,62.300000000000004,Medium
24,Female,7.7,11.0,85,2.6,3.9,10,Happy,52.8,Medium
45,Male,6.7,7.4,73,3.4,9.6,9,Sad,67.0,Medium
22,Female,5.3,5.5,30,1.1,11.3,4,Sad,60.1,Medium
22,Female,7.4,9.0,46,3.3,6.9,6,Stressed,71.5,Medium
47,Male,8.8,3.9,59,2.2,11.9,5,Happy,100.0,Low
49,Male,7.8,1.9,72,4.5,6.3,6,Sad,99.7,Low
25,Male,7.0,4.8,104,3.1,6.8,4,Neutral,94.3,Low
27,Female,9.0,4.3,102,3.4,8.7,3,Sad,100.0,Low
55,Female,5.3,8.4,97,4.8,3.9,5,Happy,67.4,Medium
49,Female,4.3,7.1,102,4.1,11.0,5,Neutral,71.7,Medium
45,Female,4.2,2.5,40,2.8,10.0,2,Sad,71.0,Medium
34,Female,7.6,11.0,49,2.9,10.7,10,Sad,59.699999999999996,Medium
48,Female,8.2,7.5,22,3.6,8.1,4,Sad,89.60000000000001,Low
25,Male,7.2,6.0,11,1.8,10.8,3,Sad,80.80000000000001,Low
57,Female,8.5,11.3,70,1.4,8.8,7,Sad,73.0,Medium
42,Female,7.5,2.1,95,2.2,7.1,5,Happy,95.0,Low
26,Female,5.9,9.7,82,4.1,11.3,6,Sad,75.1,Low
19,Female,4.9,5.0,21,2.0,6.4,7,Stressed,38.0,High
32,Male,8.6,8.6,55,1.5,7.0,2,Neutral,93.3,Low
20,Female,4.5,11.2,15,1.9,3.7,10,Sad,2.5000000000000018,High
53,Male,6.7,6.7,57,3.7,11.5,4,Sad,90.5,Low
21,Male,5.6,1.2,71,3.5,4.2,6,Happy,69.7,Medium
31,Female,5.4,1.3,93,3.8,4.0,3,Happy,85.0,Low
58,Female,7.2,4.6,50,2.3,3.0,6,Neutral,66.3,Medium
58,Male,5.2,9.6,5,4.6,6.5,10,Happy,29.799999999999997,High
42,Male,8.6,4.2,1,2.8,4.7,1,Stressed,97.2,Low
27,Female,6.0,4.7,61,3.1,9.4,8,Neutral,65.1,Medium
38,Male,7.4,9.6,97,4.8,5.1,10,Stressed,68.4,Medium
53,Female,7.6,2.3,92,4.9,9.2,5,Sad,100.0,Low
29,Female,7.4,10.3,103,3.6,4.0,1,Happy,96.0,Low
44,Male,8.5,3.9,41,4.8,4.3,10,Sad,78.0,Low
57,Female,5.2,1.6,116,3.2,10.1,10,Stressed,68.2,Medium
19,Female,4.4,2.3,116,2.2,5.7,1,Sad,81.00000000000001,Low
30,Female,4.3,11.5,42,2.3,3.1,10,Happy,6.099999999999999,High
49,Male,8.4,6.0,51,3.2,11.6,3,Happy,100.0,Low
48,Male,8.9,3.8,57,3.4,3.8,6,Happy,93.4,Low
33,Male,5.5,6.7,19,2.8,3.5,2,Sad,58.4,Medium
49,Female,7.5,8.5,55,4.5,5.6,8,Happy,70.7,Medium
49,Male,4.0,4.5,66,2.7,3.0,10,Neutral,23.700000000000003,High
51,Male,4.9,9.0,58,2.1,3.6,7,Neutral,32.3,High
28,Male,7.4,3.8,47,1.0,10.5,2,Happy,93.80000000000001,Low
27,Female,4.3,2.2,34,4.9,3.7,1,Neutral,73.3,Medium
32,Female,6.3,7.0,7,4.3,3.1,7,Stressed,50.10000000000001,Medium
34,Male,7.3,2.7,114,3.5,10.8,7,Happy,100.0,Low
57,Male,7.8,11.3,75,4.3,6.4,3,Sad,92.7,Low
35,Male,6.3,1.0,113,4.2,3.6,10,Neutral,71.8,Medium
26,Female,7.2,9.3,108,4.7,7.8,8,Neutral,82.1,Low
42,Male,6.7,4.1,106,2.5,2.4,8,Neutral,65.3,Medium
57,Female,4.3,10.3,31,3.2,6.3,5,Neutral,37.2,High
31,Female,7.7,1.7,92,1.4,7.9,7,Stressed,86.8,Low
42,Female,4.9,11.5,44,4.9,11.6,3,Stressed,70.5,Medium
39,Male,4.2,2.1,84,4.9,5.3,6,Stressed,65.69999999999999,Medium
47,Male,6.3,9.7,66,4.2,9.7,3,Neutral,85.20000000000002,Low
37,Female,8.3,6.7,101,2.8,3.3,9,Stressed,74.39999999999999,Medium
38,Female,4.8,5.7,26,3.0,6.3,7,Sad,41.400000000000006,High
49,Female,4.1,4.1,118,2.7,4.2,1,Stressed,74.3,Medium
38,Female,4.5,10.3,2,2.2,6.9,8,Neutral,17.599999999999998,High
52,Male,5.8,3.2,56,3.1,6.2,9,Happy,54.699999999999996,Medium
49,Male,6.9,8.9,64,1.2,11.8,10,Neutral,53.6,Medium
47,Female,5.0,5.9,109,5.0,11.2,2,Happy,99.4,Low
56,Female,8.0,12.0,118,2.7,7.8,1,Stressed,100.0,Low
29,Female,7.8,7.7,19,4.7,3.8,4,Stressed,81.49999999999999,Low
58,Male,7.5,2.1,70,3.9,7.6,9,Happy,83.5,Low
35,Female,6.4,5.6,120,2.2,9.9,6,Sad,83.6,Low
38,Male,5.8,1.7,40,1.9,2.4,10,Neutral,36.89999999999999,High
30,Female,5.9,4.1,0,5.0,6.3,8,Sad,56.4,Medium
38,Male,6.5,4.8,73,4.1,2.4,7,Neutral,67.3,Medium
25,Male,4.4,10.4,108,2.0,4.4,5,Neutral,43.599999999999994,High
57,Female,7.4,10.2,75,1.3,2.9,5,Sad,60.89999999999999,Medium
24,Male,5.8,1.1,3,3.8,11.6,6,Sad,74.6,Medium
40,Male,5.1,6.9,70,2.2,3.7,6,Happy,45.6,High
49,Male,5.4,3.5,9,1.9,3.5,5,Stressed,45.3,High
28,Male,4.9,4.5,85,3.9,11.7,8,Stressed,67.9,Medium
39,Female,8.5,1.2,88,3.7,7.2,3,Happy,100.0,Low
39,Female,4.8,9.2,28,2.9,9.6,9,Happy,32.89999999999999,High
42,Female,8.4,11.5,102,4.8,5.3,5,Stressed,96.0,Low
39,Female,6.9,3.4,14,3.7,7.3,9,Sad,62.1,Medium
45,Female,8.3,4.8,18,4.6,2.1,5,Stressed,84.2,Low
46,Male,6.4,3.3,102,1.8,6.1,3,Neutral,87.00000000000001,Low
30,Male,8.6,11.2,57,2.2,7.6,9,Happy,65.2,Medium
35,Male,5.1,1.1,109,1.4,7.1,2,Stressed,83.8,Low
19,Male,6.8,7.4,52,2.2,6.1,5,Sad,66.80000000000001,Medium
46,Female,4.6,10.6,45,4.9,9.9,3,Stressed,66.1,Medium
38,Female,6.2,3.0,17,4.9,7.0,7,Happy,69.9,Medium
32,Male,6.8,7.5,105,4.0,8.4,4,Neutral,94.8,Low
44,Female,7.0,1.6,2,3.1,3.8,8,Sad,58.300000000000004,Medium
48,Male,5.8,10.0,69,4.1,10.6,1,Sad,89.5,Low
32,Male,4.4,4.0,21,3.2,5.6,5,Neutral,47.400000000000006,High
40,Female,7.3,11.9,54,1.0,6.8,8,Sad,46.6,High
41,Female,6.4,11.1,117,3.0,5.5,2,Sad,83.2,Low
30,Female,4.7,9.1,63,3.4,10.9,6,Stressed,56.19999999999999,Medium
39,Female,8.7,6.5,40,2.1,11.0,7,Sad,86.5,Low
54,Female,8.8,9.4,109,1.8,4.2,6,Happy,84.4,Low
50,Female,8.3,2.4,116,2.1,9.5,10,Neutral,90.9,Low
20,Female,8.2,4.4,94,3.5,3.0,3,Happy,100.0,Low
36,Male,4.5,1.3,84,1.6,2.3,6,Neutral,47.800000000000004,High
40,Female,9.0,8.1,119,3.9,10.4,7,Sad,100.0,Low
46,Male,6.0,9.9,7,2.7,3.3,3,Neutral,49.70000000000001,High
47,Male,4.8,11.4,64,2.4,3.5,10,Sad,17.0,High
56,Female,8.1,8.6,2,4.2,8.1,2,Sad,93.4,Low
42,Male,5.1,9.1,28,3.0,10.2,3,Neutral,61.79999999999999,Medium
54,Female,6.6,10.9,117,2.5,3.9,1,Sad,83.9,Low
25,Male,4.6,11.3,69,4.5,3.1,7,Happy,37.9,High
59,Male,6.4,6.4,96,2.5,2.8,4,Neutral,72.5,Medium
33,Male,6.8,2.2,17,4.4,2.2,3,Neutral,81.4,Low
25,Female,6.2,6.1,105,3.0,3.2,6,Neutral,68.2,Medium
18,Male,4.3,7.1,118,1.8,11.4,3,Sad,72.19999999999999,Medium
22,Male,6.4,7.9,112,3.5,3.0,10,Happy,54.10000000000001,Medium
20,Male,6.3,11.9,57,2.1,8.0,3,Neutral,65.10000000000001,Medium
18,Female,5.3,11.1,116,1.6,11.2,9,Sad,48.4,High
21,Male,8.6,5.4,0,1.3,8.3,2,Stressed,90.30000000000001,Low
57,Female,6.1,2.2,21,2.0,2.3,5,Stressed,55.4,Medium
52,Male,8.3,3.4,94,3.9,8.0,10,Stressed,90.5,Low
49,Male,4.5,2.9,22,4.4,11.0,10,Happy,47.60000000000001,High
59,Male,5.6,4.9,7,4.4,5.2,2,Sad,72.00000000000001,Medium
51,Female,4.9,10.6,28,2.1,5.1,6,Sad,30.09999999999999,High
42,Male,6.0,5.8,43,3.6,4.5,4,Stressed,68.0,Medium
27,Male,4.6,7.2,114,1.9,7.1,7,Happy,50.099999999999994,Medium
38,Male,6.2,3.0,109,3.5,4.4,1,Sad,100.0,Low
56,Male,5.8,6.4,61,4.5,9.2,8,Stressed,66.30000000000001,Medium
44,Female,5.1,10.6,18,1.2,8.4,2,Happy,48.2,High
44,Male,7.2,9.5,58,4.9,6.0,4,Stressed,85.1,Low
19,Male,8.8,1.9,112,4.3,9.2,7,Neutral,100.0,Low
58,Male,5.0,10.5,79,4.0,3.0,8,Neutral,38.8,High
30,Male,7.6,4.0,18,3.8,9.5,9,Happy,73.6,Medium
26,Female,7.7,8.3,100,4.1,8.0,5,Sad,96.9,Low
53,Male,6.5,2.6,21,5.0,8.3,9,Stressed,69.6,Medium
39,Male,8.5,8.4,82,4.1,2.6,9,Neutral,74.30000000000001,Medium
59,Female,8.8,1.4,67,2.4,8.2,3,Stressed,100.0,Low
43,Male,5.8,7.6,4,3.5,6.9,7,Happy,46.89999999999999,High
29,Male,7.3,8.1,4,2.3,6.9,8,Happy,50.89999999999999,Medium
34,Male,7.3,3.7,24,4.9,5.2,1,Sad,100.0,Low
31,Female,6.0,11.3,23,4.6,2.1,10,Sad,29.2,High
31,Male,5.6,1.5,0,3.3,6.2,5,Stressed,61.9,Medium
51,Female,8.7,10.8,113,4.1,6.0,1,Neutral,100.0,Low
37,Female,7.9,5.2,27,4.6,6.2,3,Neutral,97.4,Low
28,Female,4.6,8.9,46,2.0,8.1,2,Neutral,55.60000000000001,Medium
33,Female,4.6,8.2,84,3.3,5.0,2,Sad,64.9,Medium
48,Female,8.6,2.9,59,2.9,4.7,4,Neutral,99.9,Low
23,Female,4.4,4.5,18,4.1,7.0,5,Happy,53.099999999999994,Medium
36,Female,7.4,6.8,86,2.5,7.9,1,Happy,100.0,Low
54,Male,5.1,10.3,13,3.8,7.7,6,Neutral,43.39999999999999,High
21,Male,4.2,11.5,69,2.6,10.8,5,Sad,47.4,High
21,Female,4.3,1.2,95,1.4,9.7,4,Neutral,70.0,Medium
37,Female,5.9,4.9,113,1.4,2.5,6,Happy,59.8,Medium
27,Female,4.4,8.3,95,1.5,7.6,2,Neutral,61.099999999999994,Medium
41,Female,7.0,6.8,7,1.1,6.2,8,Stressed,43.7,High
52,Female,7.2,11.4,36,3.1,5.6,6,Happy,59.10000000000001,Medium
43,Female,5.9,1.2,85,3.7,11.6,3,Stressed,100.0,Low
54,Male,7.7,5.8,71,1.5,6.6,4,Sad,84.30000000000001,Low
55,Male,6.5,8.4,101,3.4,9.2,2,Stressed,95.80000000000001,Low
38,Female,6.2,3.4,9,3.4,11.7,4,Happy,81.4,Low
57,Female,6.0,9.0,66,1.6,3.5,9,Neutral,34.2,High
56,Female,6.2,1.9,12,2.6,2.5,4,Sad,62.60000000000001,Medium
38,Male,8.8,6.0,38,4.0,5.1,8,Sad,81.8,Low
27,Female,7.4,8.4,63,1.1,2.4,3,Stressed,68.1,Medium
55,Male,5.6,3.9,29,1.6,3.2,5,Sad,48.4,High
21,Male,7.7,1.8,3,5.0,11.9,2,Stressed,100.0,Low
37,Male,5.7,11.5,44,3.9,11.6,9,Neutral,49.5,High
34,Female,4.6,11.1,5,2.9,8.9,9,Happy,21.099999999999998,High
24,Female,6.4,11.2,15,3.5,9.5,10,Neutral,41.1,High
21,Male,7.8,11.8,21,4.4,3.4,7,Happy,59.39999999999999,Medium
46,Male,5.9,3.0,90,4.4,8.0,2,Stressed,100.0,Low
31,Male,8.3,2.7,20,2.3,3.5,4,Sad,84.1,Low
20,Male,5.9,1.4,92,3.0,5.8,6,Happy,77.2,Low
41,Female,5.7,10.8,64,3.6,5.5,9,Stressed,41.19999999999999,High
54,Male,9.0,9.3,29,1.3,8.1,6,Sad,75.89999999999999,Low
33,Female,6.4,8.0,23,4.8,2.8,4,Sad,66.19999999999999,Medium
21,Male,8.0,11.2,63,2.7,3.0,1,Stressed,85.69999999999999,Low
41,Female,8.0,7.3,12,2.5,8.1,7,Sad,68.50000000000001,Medium
51,Male,8.6,2.4,93,4.6,8.4,7,Stressed,100.0,Low
47,Female,4.4,2.9,25,1.5,5.4,6,Sad,37.5,High
35,Female,5.4,2.5,97,1.2,3.5,3,Neutral,69.4,Medium
36,Female,7.8,4.4,19,3.7,10.9,5,Happy,93.3,Low
48,Male,6.8,5.2,60,2.5,2.5,7,Stressed,59.099999999999994,Medium
36,Female,6.8,9.8,114,4.1,9.2,6,Stressed,86.1,Low
36,Male,4.8,3.1,5,1.3,3.4,7,Neutral,28.099999999999998,High
39,Female,5.4,9.0,42,2.5,8.4,5,Sad,53.7,Medium
41,Female,6.6,6.4,48,1.9,8.6,1,Happy,85.5,Low
29,Male,5.4,12.0,8,4.0,10.0,10,Happy,31.599999999999994,High
47,Female,5.1,9.5,100,1.9,6.0,5,Stressed,53.5,Medium
55,Female,4.4,11.7,36,2.8,2.2,2,Happy,38.2,High
48,Male,4.8,4.8,15,4.3,10.1,10,Neutral,43.099999999999994,High
53,Female,7.8,2.4,3,4.7,6.4,10,Happy,70.1,Medium
36,Female,7.6,6.6,31,3.9,10.5,2,Happy,100.0,Low
53,Female,4.2,2.4,83,2.7,9.8,4,Happy,70.9,Medium
47,Female,5.0,6.4,92,3.3,7.0,6,Stressed,62.10000000000001,Medium
50,Male,6.8,4.0,94,3.8,12.0,5,Happy,100.0,Low
35,Female,5.6,6.4,108,4.5,6.6,7,Sad,72.5,Medium
45,Female,8.1,11.4,16,4.6,9.0,10,Happy,62.400000000000006,Medium
28,Female,7.9,4.2,40,4.7,8.7,8,Sad,87.5,Low
50,Female,8.5,11.9,88,4.2,7.2,10,Happy,74.2,Medium
34,Female,6.8,3.5,44,1.6,7.9,1,Stressed,89.6,Low
23,Female,5.8,3.3,15,4.0,10.0,8,Happy,62.400000000000006,Medium
21,Female,7.0,7.0,19,4.3,7.7,3,Stressed,84.7,Low
37,Female,4.4,10.3,41,4.5,6.5,10,Neutral,27.1,High
44,Male,4.0,9.2,9,4.7,8.6,10,Neutral,24.099999999999998,High
32,Male,4.1,9.0,51,3.0,2.4,2,Neutral,45.0,High
23,Male,6.0,4.1,59,3.6,3.1,2,Happy,79.8,Low
31,Male,5.1,1.2,47,1.0,3.3,5,Sad,49.60000000000001,High
28,Female,4.8,2.8,22,3.3,6.3,2,Neutral,67.9,Medium
56,Female,7.1,4.8,115,2.9,10.7,4,Neutral,100.0,Low
26,Male,9.0,11.7,32,4.8,8.4,3,Happy,100.0,Low
43,Male,4.9,11.1,106,4.6,11.7,8,Stressed,62.4,Medium
33,Male,6.7,3.2,76,4.2,2.4,9,Stressed,65.6,Medium
22,Female,4.6,9.0,24,1.2,9.2,6,Neutral,33.199999999999996,High
27,Female,8.7,7.4,49,2.6,5.1,4,Happy,89.2,Low
20,Male,5.5,1.5,100,3.8,2.2,2,Sad,87.4,Low
30,Male,8.4,5.1,99,1.1,10.3,8,Stressed,87.69999999999999,Low
47,Male,5.4,6.3,87,1.9,3.6,3,Happy,63.500000000000014,Medium
23,Male,8.0,8.3,69,4.6,4.1,2,Sad,100.0,Low
34,Male,5.0,4.2,78,1.5,5.4,4,Sad,59.499999999999986,Medium
36,Female,5.5,11.3,54,1.2,9.9,2,Happy,61.0,Medium
59,Male,5.0,6.0,97,3.3,8.2,3,Happy,78.30000000000001,Low
52,Female,5.3,3.7,67,4.8,4.6,9,Sad,56.2,Medium
43,Male,8.2,4.5,77,4.3,3.7,7,Stressed,89.30000000000001,Low
22,Male,7.2,9.3,3,4.9,3.1,1,Neutral,80.7,Low
46,Female,6.0,8.0,27,4.0,3.5,10,Happy,36.400000000000006,High
54,Male,8.9,9.2,28,2.7,10.7,5,Happy,91.1,Low
37,Female,6.3,4.2,81,4.8,11.2,5,Happy,97.19999999999999,Low
38,Female,8.8,4.6,83,2.7,11.7,9,Sad,96.29999999999998,Low
27,Male,5.0,5.4,47,2.4,10.3,1,Neutral,77.20000000000002,Low
22,Male,8.5,3.1,104,2.8,10.9,1,Stressed,100.0,Low
53,Female,4.1,8.6,95,4.3,10.2,10,Happy,44.699999999999996,High
23,Female,6.7,4.6,71,4.7,11.6,7,Happy,90.7,Low
43,Male,6.1,4.6,106,2.4,10.5,7,Stressed,78.0,Low
21,Female,6.6,4.0,109,2.8,6.6,8,Neutral,75.0,Low
56,Male,6.8,6.0,112,4.6,5.2,4,Sad,95.80000000000001,Low
56,Female,5.9,9.5,12,1.2,7.8,7,Stressed,36.00000000000001,High
52,Male,9.0,10.2,103,4.1,8.1,6,Happy,100.0,Low
18,Female,8.9,9.8,109,2.8,7.7,1,Happy,100.0,Low
41,Female,8.8,7.8,42,2.5,9.1,2,Sad,100.0,Low
53,Male,8.9,4.1,8,2.8,9.0,8,Happy,82.39999999999999,Low
23,Female,8.0,9.1,39,2.7,2.9,6,Sad,64.89999999999999,Medium
58,Female,8.9,1.4,45,4.0,4.9,7,Stressed,97.0,Low
48,Female,8.5,9.8,110,4.7,10.9,8,Stressed,100.0,Low
37,Female,6.1,9.6,57,3.0,7.9,5,Stressed,64.0,Medium
41,Female,7.9,8.4,96,4.3,5.3,5,Stressed,93.5,Low
42,Female,8.6,2.1,55,3.9,10.5,2,Neutral,100.0,Low
53,Female,7.6,12.0,11,2.3,4.5,4,Neutral,58.7,Medium
38,Male,6.1,9.3,100,3.3,6.1,2,Sad,83.10000000000001,Low
47,Female,4.3,9.1,24,3.7,4.8,7,Stressed,29.699999999999996,High
41,Female,8.0,1.7,109,1.1,10.7,9,Sad,89.29999999999998,Low
59,Male,8.8,5.4,88,2.6,9.3,2,Sad,100.0,Low
47,Female,5.8,1.9,117,5.0,6.6,4,Neutral,99.80000000000001,Low
39,Female,4.8,5.0,15,3.5,11.3,8,Neutral,49.1,High
45,Male,5.6,7.3,50,2.3,11.3,9,Happy,49.5,High
24,Female,6.9,10.7,79,2.0,9.1,4,Stressed,75.60000000000001,Low
52,Female,5.6,4.1,102,1.8,10.9,8,Sad,67.0,Medium
45,Male,7.1,7.9,98,2.6,9.2,7,Sad,78.19999999999999,Low
31,Male,8.8,2.8,86,1.8,8.3,5,Happy,100.0,Low
27,Female,7.4,4.9,71,1.5,6.2,4,Happy,82.30000000000001,Low
33,Female,5.8,11.4,116,2.5,4.7,6,Neutral,56.300000000000004,Medium
33,Male,8.7,9.2,52,3.4,2.6,6,Happy,77.2,Low
48,Female,6.8,7.0,109,1.6,10.0,2,Happy,95.8,Low
59,Male,4.6,3.8,51,1.2,3.2,3,Sad,49.0,High
42,Male,6.5,5.2,66,1.1,6.1,6,Happy,61.5,Medium
30,Male,7.3,2.7,23,2.1,4.3,4,Stressed,75.29999999999998,Low
23,Female,8.2,4.9,106,1.8,6.5,3,Sad,100.0,Low
26,Male,8.7,2.7,85,3.2,5.1,4,Sad,100.0,Low
53,Male,5.6,9.7,13,2.8,10.3,6,Sad,49.8,High
37,Male,4.8,1.9,21,2.3,11.8,3,Happy,71.5,Medium
35,Female,4.4,3.1,97,4.3,11.4,1,Happy,97.5,Low
38,Female,7.7,8.6,99,3.0,8.2,6,Sad,87.0,Low
21,Female,8.0,10.9,30,1.4,11.8,2,Neutral,86.80000000000001,Low
50,Male,6.0,11.6,84,2.2,6.0,9,Stressed,40.599999999999994,High
44,Female,6.0,10.2,57,4.9,7.2,6,Neutral,65.9,Medium
24,Female,8.8,3.3,68,4.9,4.6,1,Sad,100.0,Low
23,Male,8.6,4.1,18,2.0,11.0,4,Stressed,97.39999999999999,Low
32,Male,5.2,10.6,105,1.7,3.8,5,Neutral,47.9,High
35,Female,7.9,10.8,52,3.0,8.1,8,Stressed,67.00000000000001,Medium
49,Female,7.1,8.0,84,2.9,10.0,3,Stressed,94.3,Low
28,Male,4.8,4.5,1,2.6,8.0,9,Stressed,32.2,High
37,Female,5.8,3.5,52,3.1,2.8,9,Stressed,46.50000000000001,High
41,Male,4.9,10.4,66,1.9,8.1,10,Happy,27.100000000000005,High
32,Male,5.5,3.3,46,1.5,9.7,5,Sad,64.5,Medium
24,Female,7.1,8.3,114,3.3,3.9,4,Stressed,85.49999999999999,Low
38,Female,5.9,11.6,52,4.7,9.4,7,Happy,60.5,Medium
59,Female,6.0,8.8,56,1.6,10.8,9,Neutral,47.2,High
43,Female,6.7,3.8,93,3.8,11.9,6,Neutral,96.8,Low
31,Male,4.4,4.1,97,2.8,6.1,7,Happy,53.400000000000006,Medium
54,Female,7.7,2.0,24,2.2,2.3,1,Neutral,89.39999999999999,Low
38,Female,6.0,8.5,34,4.4,6.2,4,Neutral,68.2,Medium
35,Female,6.4,6.7,28,2.8,8.6,2,Happy,79.39999999999999,Low
22,Male,8.9,3.3,75,3.3,10.9,1,Happy,100.0,Low
20,Female,5.7,3.5,86,2.8,11.4,7,Happy,76.0,Low
40,Female,7.2,1.1,91,1.3,11.1,10,Happy,76.7,Low
43,Male,6.0,11.8,109,3.4,8.6,4,Neutral,76.39999999999999,Low
54,Male,8.5,10.1,16,2.7,8.8,2,Stressed,91.1,Low
41,Male,8.2,5.3,79,1.3,2.0,5,Happy,77.7,Low
36,Male,5.2,11.4,48,3.4,5.6,7,Sad,39.0,High
42,Male,7.5,8.4,55,1.0,11.1,2,Stressed,88.4,Low
38,Female,4.3,9.3,72,1.8,8.9,7,Neutral,37.60000000000001,High
29,Male,8.8,8.5,2,4.1,6.7,3,Stressed,93.30000000000001,Low
58,Male,5.7,9.3,21,1.2,3.0,8,Neutral,22.6,High
50,Male,8.2,2.9,94,3.6,4.5,7,Happy,94.0,Low
21,Male,5.6,7.2,13,4.8,7.5,1,Neutral,79.19999999999999,Low
59,Male,7.2,10.3,2,1.7,11.0,9,Happy,46.300000000000004,High
24,Male,8.9,1.2,37,2.7,3.0,6,Neutral,89.5,Low
39,Male,8.4,2.4,86,3.3,3.5,4,Happy,100.0,Low
50,Male,4.8,3.7,20,2.8,8.6,6,Neutral,51.8,Medium
34,Female,6.7,4.2,50,3.5,4.9,2,Sad,87.89999999999999,Low
41,Female,5.7,3.0,23,2.6,3.7,2,Happy,68.0,Medium
51,Female,6.2,7.9,95,1.6,3.8,8,Happy,48.800000000000004,High
45,Male,5.7,4.2,44,1.4,6.9,10,Sad,38.19999999999999,High
58,Male,5.7,2.7,68,4.0,7.8,5,Happy,80.79999999999998,Low
56,Male,6.7,11.0,96,2.0,11.0,7,Stressed,68.2,Medium
39,Female,5.0,8.6,43,4.4,7.3,1,Stressed,73.99999999999999,Medium
34,Male,6.7,3.7,46,4.0,8.9,6,Neutral,82.6,Low
51,Male,5.4,5.0,56,1.2,3.8,10,Stressed,28.800000000000004,High
23,Male,5.4,9.1,18,1.8,9.1,7,Neutral,38.599999999999994,High
23,Female,7.7,9.7,33,2.2,8.5,10,Neutral,52.19999999999999,Medium
51,Female,4.1,2.9,2,3.4,4.2,7,Stressed,33.0,High
18,Male,5.9,11.3,38,4.2,8.7,10,Sad,42.4,High
27,Female,6.0,9.6,91,1.2,4.1,3,Sad,61.2,Medium
38,Male,6.4,10.4,74,2.0,7.9,9,Neutral,47.8,High
22,Male,7.3,2.6,59,2.5,8.7,9,Sad,73.5,Medium
19,Female,5.8,2.6,9,1.7,8.9,5,Happy,60.89999999999999,Medium
39,Female,5.1,4.4,39,3.2,11.1,9,Sad,52.2,Medium
19,Female,8.4,1.7,1,2.9,11.5,7,Happy,90.3,Low
27,Female,8.9,2.0,109,2.3,10.1,7,Stressed,100.0,Low
51,Male,4.1,2.6,44,3.1,10.8,9,Neutral,45.699999999999996,High
33,Male,6.7,8.8,102,2.4,2.2,2,Neutral,78.20000000000002,Low
56,Female,5.7,1.3,26,2.4,5.6,10,Neutral,42.80000000000001,High
39,Female,5.4,1.9,52,2.1,2.4,5,Sad,55.900000000000006,Medium
29,Male,5.7,11.4,8,3.2,4.2,8,Neutral,28.199999999999996,High
41,Male,7.2,1.9,102,2.8,5.8,8,Sad,82.2,Low
57,Male,5.0,6.9,0,1.8,10.7,3,Neutral,54.6,Medium
55,Male,8.6,8.1,32,1.1,7.1,5,Happy,75.9,Low
27,Female,6.3,11.5,37,1.6,8.5,4,Sad,56.400000000000006,Medium
52,Female,5.6,10.9,56,1.2,5.6,4,Happy,46.60000000000001,High
49,Female,7.8,5.8,32,2.7,8.0,2,Happy,94.30000000000001,Low
24,Male,4.1,11.4,47,1.9,10.2,6,Stressed,33.49999999999999,High
38,Male,6.2,5.8,2,2.7,5.0,1,Stressed,70.30000000000001,Medium
